,inner_title,inner_link,inner_image,min_number,min_price,min_content
10,布納哈本18年單一純麥威士忌700ml,https://www.609.com.tw/Product/110243,https://www.609.com.tw/Images/11威士忌/布納哈本18年.jpg,110243,"NT$2,899/瓶",一百三十多年前，老船長在艾雷島東北角發現一塊人煙罕至的淨土，因位在瑪加岱爾河河口，終年海風吹拂，加上這條河發源地的純淨泉水特別適合釀造威士忌，就決定在這裡建立酒廠。布納哈本在蘇格蘭古語意指「河之口」，就是紀錄了這段起源。只是當時島上沒有陸路到達這裡，釀酒最重要的大麥原料，只能不遠千里由海上用船運抵達廠區。海相變幻莫測，每一趟旅程都充滿未知冒險，從此造就布納哈本堅持、無所畏懼的品牌精神，老船長也成為酒廠最重要的精神象徵。自1881年以來，布納哈本始終堅持以最純淨的水源、最精釀的技術，釀製出艾雷島上最柔順、純粹的「生命之水」；獨特風味不僅讓威士忌酒饕為之瘋狂，連大文豪村上春樹也為之傾倒，布納哈本18年 單一純麥 Bunnahabhain 18 Years Old Single Malt Soctch Whisky 秉持品牌的基本要求，但又擴張了一些識別元素。深沉琥珀色的專屬瓶身，有船長肖像的雙標籤搭配深海草綠及香草奶油色，更增添產品魅力。迷人的單一純麥充滿誘惑，具有柔順的口感，這和艾雷島上的其他威士忌大不相同。在儲存過程中，酒體本身保持原有風味，主要是因為使用微燻過的麥芽為原料，更重要的是在蒸餾過程中使用的泉水，是沒有經過泥煤地，在地底下流動的純淨泉水。 香氣:迷人的香氣釋放出蜂蜜堅果味，以及微微的海鹽味，接著濃郁太妃糖及帶有皮革味的橡木香氣會逐漸呈現。口感:成熟堅果味及橡木鋸開的味道交錯有致。尾韻:先是乾澀的感覺，接著複雜的辛香味滿滿散佈口中，再轉成淡淡的海鹽味及雪莉酒的香味。
11,布納哈本25年單一純麥威士忌700ml,https://www.609.com.tw/Product/110278,https://www.609.com.tw/Images/11威士忌/布納哈本25年新.jpg,110278,"NT$12,500/瓶",一百三十多年前，老船長在艾雷島東北角發現一塊人煙罕至的淨土，因位在瑪加岱爾河河口，終年海風吹拂，加上這條河發源地的純淨泉水特別適合釀造威士忌，就決定在這裡建立酒廠。布納哈本在蘇格蘭古語意指「河之口」，就是紀錄了這段起源。只是當時島上沒有陸路到達這裡，釀酒最重要的大麥原料，只能不遠千里由海上用船運抵達廠區。海相變幻莫測，每一趟旅程都充滿未知冒險，從此造就布納哈本堅持、無所畏懼的品牌精神，老船長也成為酒廠最重要的精神象徵。自1881年以來，布納哈本始終堅持以最純淨的水源、最精釀的技術，釀製出艾雷島上最柔順、純粹的「生命之水」；獨特風味不僅讓威士忌酒饕為之瘋狂，連大文豪村上春樹也為之傾倒。布納哈本25年的品牌識別增加了更多奢華的元素，古老羊皮紙般的雙標籤，互相對比的深巧克力色及淺金箔色創造出立體的感覺，再配上優雅的曲線，特別的裝飾及浮雕的效果，最後再搭配純手工打造的精緻木質禮盒，量身訂作的內襯及銅製的配件，整件作品令人讚嘆無比。值得一提的是布納哈本25年使用大量波本桶裝桶，在歷經歲月的陳釀後只留下最精華的酒液，連天使都忍不住想要來偷喝一口。香氣:焦糖甜點的香氣，完美和纖細的橡木香味纏繞再一起口感:迷人的甜漿果及奶油合成美妙的口感，接著轉變成烘烤過的堅果及愉悅的麥芽尾韻:輕柔不甜膩的尾韻，纏繞著甜味及橡木香                            
12,布納哈本Cruach Mhona單一純麥威士忌1000ml,https://www.609.com.tw/Product/110701,https://www.609.com.tw/Images/11威士忌/布納哈本cruach-mhona.jpg,110701,"NT$1,399/瓶","一百三十多年前，老船長在艾雷島東北角發現一塊人煙罕至的淨土，因位在瑪加岱爾河河口，終年海風吹拂，加上這條河發源地的純淨泉水特別適合釀造威士忌，就決定在這裡建立酒廠。布納哈本在蘇格蘭古語意指「河之口」，就是紀錄了這段起源。只是當時島上沒有陸路到達這裡，釀酒最重要的大麥原料，只能不遠千里由海上用船運抵達廠區。海相變幻莫測，每一趟旅程都充滿未知冒險，從此造就布納哈本堅持、無所畏懼的品牌精神，老船長也成為酒廠最重要的精神象徵。自1881年以來，布納哈本始終堅持以最純淨的水源、最精釀的技術，釀製出艾雷島上最柔順、純粹的「生命之水」；獨特風味不僅讓威士忌酒饕為之瘋狂，連大文豪村上春樹也為之傾倒。蓋爾語 ""Cruach-Mhona""，意思為「泥煤堆」，直接點出了此款酒的與眾不同。以往布納哈本所生產的酒都是3~5ppm的泥煤度(酚含量)，但其實酒廠於1997年生產首批30ppm的重泥煤酒款，卻極少對外發表。香氣：泥炭和香草的結合，伴隨而來的是餅乾和水果香氣。口感：甜味和煙燻恰到好處，檸檬、鹽和胡椒湧出。餘韻：濃郁煙燻和柑橘滋味。                            "
13,布納哈本Eirigh Na Greine單一純麥威士忌,https://www.609.com.tw/Product/110854,https://www.609.com.tw/Images/11威士忌/布納哈本日出.jpg,110854,"NT$1,699/瓶",一百三十多年前，老船長在艾雷島東北角發現一塊人煙罕至的淨土，因位在瑪加岱爾河河口，終年海風吹拂，加上這條河發源地的純淨泉水特別適合釀造威士忌，就決定在這裡建立酒廠。布納哈本在蘇格蘭古語意指「河之口」，就是紀錄了這段起源。只是當時島上沒有陸路到達這裡，釀酒最重要的大麥原料，只能不遠千里由海上用船運抵達廠區。海相變幻莫測，每一趟旅程都充滿未知冒險，從此造就布納哈本堅持、無所畏懼的品牌精神，老船長也成為酒廠最重要的精神象徵。自1881年以來，布納哈本始終堅持以最純淨的水源、最精釀的技術，釀製出艾雷島上最柔順、純粹的「生命之水」；獨特風味不僅讓威士忌酒饕為之瘋狂，連大文豪村上春樹也為之傾倒。酒廠已經完善了配方，以確保Bunnahabhain的味道，包括烤堅果和水果與海鹽和煙霧的口感，通過意大利和法國紅葡萄酒影響的甜，豐富和辛辣的香味進一步增強。它的豐富的琥珀色金子讓人聯想到清晨的天空在Bunnahabhain。Eirigh Na Greine漂亮地呈現在布納哈本 1L專屬橡木色瓶子中，配有雙面標籤。豐富的深色勃根地酒瓶，靈感來自意大利和法國的紅葡萄酒。
14,布納哈本Ceobanach煙花水霧三版單一純麥威士忌,https://www.609.com.tw/Product/11085451,https://www.609.com.tw/Images/11威士忌/布納哈本Ceobanach煙花水霧三版.jpg,11085451,"NT$3,200/瓶",一百三十多年前，老船長在艾雷島東北角發現一塊人煙罕至的淨土，因位在瑪加岱爾河河口，終年海風吹拂，加上這條河發源地的純淨泉水特別適合釀造威士忌，就決定在這裡建立酒廠。布納哈本在蘇格蘭古語意指「河之口」，就是紀錄了這段起源。只是當時島上沒有陸路到達這裡，釀酒最重要的大麥原料，只能不遠千里由海上用船運抵達廠區。海相變幻莫測，每一趟旅程都充滿未知冒險，從此造就布納哈本堅持、無所畏懼的品牌精神，老船長也成為酒廠最重要的精神象徵。自1881年以來，布納哈本始終堅持以最純淨的水源、最精釀的技術，釀製出艾雷島上最柔順、純粹的「生命之水」；獨特風味不僅讓威士忌酒饕為之瘋狂，連大文豪村上春樹也為之傾倒。色澤：典雅的金銅色澤香氣：首先撲鼻而來強烈且芬芳的煙燻味，在裊裊煙霧中逐漸透析出橡木桶天然香甜、海藻香氣、溫和奶油般的海風碘味，彷彿行走在岸邊水霧中，呼吸著19世紀的艾雷島煙燻濕鹹空氣口感：香甜麥芽味在舌尖打轉，緊接著是細緻煙燻，和香草交織的平衡口感，圓潤滑順的白胡椒，飄過一抹柑橘水果香，伴隨甘草和海鹽的風味尾韻：帶有燕麥餅乾的香氣，香料般的甜美煙燻，再次轉變成深遠而悠長的海風鹹味，欲走還留
15,布納哈本Toiteach A Dha風味桶單一純麥威士忌 ,https://www.609.com.tw/Product/111373,https://www.609.com.tw/Images/11威士忌/布納哈本黑煙.jpg,111373,"NT$1,580/瓶",一百三十多年前，老船長在艾雷島東北角發現一塊人煙罕至的淨土，因位在瑪加岱爾河河口，終年海風吹拂，加上這條河發源地的純淨泉水特別適合釀造威士忌，就決定在這裡建立酒廠。布納哈本在蘇格蘭古語意指「河之口」，就是紀錄了這段起源。只是當時島上沒有陸路到達這裡，釀酒最重要的大麥原料，只能不遠千里由海上用船運抵達廠區。海相變幻莫測，每一趟旅程都充滿未知冒險，從此造就布納哈本堅持、無所畏懼的品牌精神，老船長也成為酒廠最重要的精神象徵。自1881年以來，布納哈本始終堅持以最純淨的水源、最精釀的技術，釀製出艾雷島上最柔順、純粹的「生命之水」；獨特風味不僅讓威士忌酒饕為之瘋狂，連大文豪村上春樹也為之傾倒。Toiteach a Dha，意味著蓋爾語中的Smoky Two煙霧繚繞的兩個性格帶有雪莉酒和扭曲的煙燻泥煤單一麥芽威士忌。在波本和雪莉酒桶中成熟，雪莉桶具有更高的影響，這是一款精緻的煙燻和甜雪莉酒融合。香氣：烤花生，肉桂和紅辣椒片，黑醋栗和港口。口感：海鹽和醃魚，黑巧克力，蘇丹娜，一點哈密瓜。餘韻：大麥，幹煙和胡椒2018年蘇格蘭威士忌大師賽-金牌                            
16,布納哈本An Cladach雪莉桶單一純麥威士忌1000ml,https://www.609.com.tw/Product/111951,https://www.609.com.tw/Images/11威士忌/布納哈本An-Cladach.jpg,111951,"NT$1,299/瓶","布納哈本酒廠始建於1881年，艾雷島的東北端。它於1882年由Islay Distillery Co.合併，然後與Wm合併。Grant＆Co.成立高地蒸餾廠。Burn Stewart Distillers Ltd.於2003年與Black Bottle一起收購了布納哈本和該釀酒廠。Burn Stewart Distillers Ltd.在其消費者中進行了廣泛的研究，並最終決定發展和更新該品牌的外觀。""發現之旅""是品牌的核心。它包含著傑出的遺產，偏遠的田園風光，其地理和歷史交織著艱苦的航海知識，最重要的是，液體具有獨特，令人驚奇的柔和細膩的味道。  布納哈本柔和的口感部分歸功於其創作中使用的淺色大麥，以及純淨Margadale River泉水。鼻子散發著淡淡的煙熏氣息，帶來清新芳香的感覺。Cladach（在蓋爾語中的意思是""海岸""）不受濃郁的雪利酒影響，這想喚起坐在釀酒廠外海灘上的香氣。非冷凍過濾，自然著色香氣:杏仁和櫻桃，果味咖啡，淡淡的橡木味。口感:葡萄乾，更多的櫻桃，黑胡椒和丁香。淡淡的核桃。餘韻:中等長度，帶麥芽糖。"
17,布納哈本12年單一純麥威士忌700ml,https://www.609.com.tw/Product/180055,https://www.609.com.tw/images/11威士忌/布納哈本12年.jpg,180055,NT$880/瓶,一百三十多年前，老船長在艾雷島東北角發現一塊人煙罕至的淨土，因位在瑪加岱爾河河口，終年海風吹拂，加上這條河發源地的純淨泉水特別適合釀造威士忌，就決定在這裡建立酒廠。布納哈本在蘇格蘭古語意指「河之口」，就是紀錄了這段起源。只是當時島上沒有陸路到達這裡，釀酒最重要的大麥原料，只能不遠千里由海上用船運抵達廠區。海相變幻莫測，每一趟旅程都充滿未知冒險，從此造就布納哈本堅持、無所畏懼的品牌精神，老船長也成為酒廠最重要的精神象徵。自1881年以來，布納哈本始終堅持以最純淨的水源、最精釀的技術，釀製出艾雷島上最柔順、純粹的「生命之水」；獨特風味不僅讓威士忌酒饕為之瘋狂，連大文豪村上春樹也為之傾倒。布納哈本12年 的外包裝現在更精緻了，保留品牌的基本元素，卻又不失原有風格，讓來自世界各地的消費者仍然熟悉。有雕飾的瓶身，更優雅的品牌識別，加上以插畫手法表現的 品牌的英雄人物－船長，讓酒標具有細緻感，重新設計的圓筒外裝及特別訂製的瓶塞及瓶蓋更是增添了附加價值，這些都是為了要強調威士忌品牌的珍貴。香氣:金黃色的酒液透露出清新的感覺，在空氣中流動著煙燻複雜香氣。口感:先是淡淡果香及堅果味，接著轉變成驚喜的麥芽甜味。尾韻:帶有美妙的渾厚、圓潤感覺，久久繚繞不散。
18,花之物語-布萊爾阿蘇12年單一純麥威士忌700ml,https://www.609.com.tw/Product/110785,https://www.609.com.tw/Images/11威士忌/布萊爾阿蘇12年(盒).jpg,110785,"NT$1,999/瓶",布萊爾阿蘇蒸餾廠位於perthshire郡的pitlochry鎮南方，是英國著名的光觀景點，景色宜人。該蒸餾廠建於1798年原名為Aldour(蓋亞語為水獺之河)，為John Stewart 和Robert Robertson和建的，但營運不久後就關廠。到了1825年，Robert Robertson將原廠擴建並改名為Blair Athol。但在1832年賣給了名為Arthur Bell的調和酒商並在1998年納入帝亞吉歐集團並提供原酒。也因為如此，在市面上很少看到布萊爾阿蘇蒸餾廠自己發售的產品。酒廠風格為特殊的堅果香氣和淡淡的泥煤香。一開瓶就是布萊爾阿蘇酒廠的招牌堅果香和雪莉桶香氣夾著讓人舒服的泥煤香，入口酒體飽滿適中，麥香的香甜感充滿口中，最後泥煤的苦甜感殘留在喉中許久。香氣:濃郁的菸草香搭配上巧克力、水果乾和蜂蜜的苦甜滋味口感:酒體較薄，口感銳利，帶有些微硫磺的味道，水果乾的風味依然主導整體餘韻:回歸平滑細緻，展現出單一純麥威士忌的優雅飽滿
19,托本莫瑞10年單一純麥威士忌700ml,https://www.609.com.tw/Product/110766,https://www.609.com.tw/Images/11威士忌/托本莫瑞10年.jpg,110766,"NT$1,199/瓶",蘇格蘭西邊有一個美麗的島嶼叫做茂爾島，島的北方有一個美麗的海港城市也視島的首府叫托本莫瑞，以前這個叫做Ledaig，蓋爾語叫做well of mary，意思就是遠離煩囂的烏托邦。這個面向內陸的海港幽靜而美麗，一直以來是水手與漁船躲避風雨的僻護之處，讓這個港口繁榮了起來，一對美不勝收的旅館及喝不完的酒吧任你遊賞，托本莫瑞蒸餾廠就在這個港口建立，成為這個島唯一的一家酒廠。這個酒廠位在寧靜的港灣，漂亮的就像一張帶著歐洲色彩風情萬種的明信片，創立於1798年，創辦人John Sinclair在這個烏托邦釀起酒，是目前史上最古老的威士忌酒廠，更具有高地區與島嶼區的風味威士忌。純淨水源來自離酒廠西南方約兩英里深邃卻擁有豐富果香的Gear Aabkimm Iochan深山中，融合輕柔與自然泥煤味。托本莫瑞酒廠的釀酒師具有藝術家精雕細琢的精神，大多數的員工都生於帽爾島，長於茂爾島，醫生都為釀造出極致的威士忌做奉獻!香氣:清新明顯，有著大麥和烤穀物的香氣口感:甜蜜爽朗，乾果帶著淡淡的辣椒及煙燻味，果香後肉桂緩緩地上升尾韻:悠長有著淡淡的胡椒和藥草
20,托本莫瑞12年Manzanilla雪莉桶單一純麥威士忌,https://www.609.com.tw/Product/111529,https://www.609.com.tw/Images/11威士忌/托本莫瑞12年Manzanilla.jpg,111529,"NT$2,200/瓶",蘇格蘭西邊有一個美麗的島嶼叫做茂爾島，島的北方有一個美麗的海港城市也視島的首府叫托本莫瑞，以前這個叫做Ledaig，蓋爾語叫做well of mary，意思就是遠離煩囂的烏托邦。這個面向內陸的海港幽靜而美麗，一直以來是水手與漁船躲避風雨的僻護之處，讓這個港口繁榮了起來，一對美不勝收的旅館及喝不完的酒吧任你遊賞，托本莫瑞蒸餾廠就在這個港口建立，成為這個島唯一的一家酒廠。這個酒廠位在寧靜的港灣，漂亮的就像一張帶著歐洲色彩風情萬種的明信片，創立於1798年，創辦人John Sinclair在這個烏托邦釀起酒，是目前史上最古老的威士忌酒廠，更具有高地區與島嶼區的風味威士忌。純淨水源來自離酒廠西南方約兩英里深邃卻擁有豐富果香的Gear Aabkimm Iochan深山中，融合輕柔與自然泥煤味。托本莫瑞酒廠的釀酒師具有藝術家精雕細琢的精神，大多數的員工都生於帽爾島，長於茂爾島，醫生都為釀造出極致的威士忌做奉獻!先熟成了12年後在Manzanilla雪利酒桶中接受了過桶的程序，採非冷凝過濾法，全球限量3000瓶香氣：蘭姆酒浸泡的葡萄乾和鹽漬餅乾香氣，混合物中有一絲咖啡豆感。口感：煙燻和咖啡為開頭，搭配乾淨的柑橘和黑巧克力。餘韻：蜜瓜，蘇丹娜和丁香。
21,托本莫瑞15年西班牙橡木桶單一純麥威士忌700ml,https://www.609.com.tw/Product/111530,https://www.609.com.tw/Images/11威士忌/托本莫瑞15年西班牙桶.jpg,111530,"NT$2,800/瓶",蘇格蘭西邊有一個美麗的島嶼叫做茂爾島，島的北方有一個美麗的海港城市也視島的首府叫托本莫瑞，以前這個叫做Ledaig，蓋爾語叫做well of mary，意思就是遠離煩囂的烏托邦。這個面向內陸的海港幽靜而美麗，一直以來是水手與漁船躲避風雨的僻護之處，讓這個港口繁榮了起來，一對美不勝收的旅館及喝不完的酒吧任你遊賞，托本莫瑞蒸餾廠就在這個港口建立，成為這個島唯一的一家酒廠。這個酒廠位在寧靜的港灣，漂亮的就像一張帶著歐洲色彩風情萬種的明信片，創立於1798年，創辦人John Sinclair在這個烏托邦釀起酒，是目前史上最古老的威士忌酒廠，更具有高地區與島嶼區的風味威士忌。純淨水源來自離酒廠西南方約兩英里深邃卻擁有豐富果香的Gear Aabkimm Iochan深山中，融合輕柔與自然泥煤味。托本莫瑞酒廠的釀酒師具有藝術家精雕細琢的精神，大多數的員工都生於帽爾島，長於茂爾島，醫生都為釀造出極致的威士忌做奉獻!罕見的限量版15年Spanish Oak Finish是由酒廠發布的六種特殊威士忌中的最後一款裝瓶，首先在波本桶中經歷了11年的熟成，然後在西班牙白蘭地桶中進行了4年的老化。全球限量1866瓶，採用非冷卻過濾且沒有添加焦糖勾兌的情況下進行。香氣：果味清新的香氣，橙子和熱帶水果，配以黑巧克力，焦糖奶油和柔軟的咖啡香調。口感：天鵝絨般質地緻密，有熱帶水，巧克力奶油，橡木，焦糖和鹽等滋味的聚寶盆。餘韻：悠長且趨近於爽口，有水果和一點香料感停留。
22,托本莫瑞18年波本桶單一純麥威士忌700ml,https://www.609.com.tw/Product/111531,https://www.609.com.tw/Images/11威士忌/托本莫瑞18年波本桶.jpg,111531,"NT$3,600/瓶",蘇格蘭西邊有一個美麗的島嶼叫做茂爾島，島的北方有一個美麗的海港城市也視島的首府叫托本莫瑞，以前這個叫做Ledaig，蓋爾語叫做well of mary，意思就是遠離煩囂的烏托邦。這個面向內陸的海港幽靜而美麗，一直以來是水手與漁船躲避風雨的僻護之處，讓這個港口繁榮了起來，一對美不勝收的旅館及喝不完的酒吧任你遊賞，托本莫瑞蒸餾廠就在這個港口建立，成為這個島唯一的一家酒廠。這個酒廠位在寧靜的港灣，漂亮的就像一張帶著歐洲色彩風情萬種的明信片，創立於1798年，創辦人John Sinclair在這個烏托邦釀起酒，是目前史上最古老的威士忌酒廠，更具有高地區與島嶼區的風味威士忌。純淨水源來自離酒廠西南方約兩英里深邃卻擁有豐富果香的Gear Aabkimm Iochan深山中，融合輕柔與自然泥煤味。托本莫瑞酒廠的釀酒師具有藝術家精雕細琢的精神，大多數的員工都生於帽爾島，長於茂爾島，醫生都為釀造出極致的威士忌做奉獻!全球限量６０００瓶，採用非冷卻過濾且沒有添加焦糖勾兌的情況下進行。香氣：金色糖漿，菠蘿塊，烤核桃，海綿蛋糕。口感：太妃糖冰淇淋配巧克力醬，搭上杏仁丁的完美搭配。餘韻：新鮮大麥，黑胡椒。
23,托本莫瑞20年雪莉桶單一純麥威士忌700ml,https://www.609.com.tw/Product/111532,https://www.609.com.tw/Images/11威士忌/托本莫瑞20年雪莉桶.jpg,111532,"NT$4,050/瓶",蘇格蘭西邊有一個美麗的島嶼叫做茂爾島，島的北方有一個美麗的海港城市也視島的首府叫托本莫瑞，以前這個叫做Ledaig，蓋爾語叫做well of mary，意思就是遠離煩囂的烏托邦。這個面向內陸的海港幽靜而美麗，一直以來是水手與漁船躲避風雨的僻護之處，讓這個港口繁榮了起來，一對美不勝收的旅館及喝不完的酒吧任你遊賞，托本莫瑞蒸餾廠就在這個港口建立，成為這個島唯一的一家酒廠。這個酒廠位在寧靜的港灣，漂亮的就像一張帶著歐洲色彩風情萬種的明信片，創立於1798年，創辦人John Sinclair在這個烏托邦釀起酒，是目前史上最古老的威士忌酒廠，更具有高地區與島嶼區的風味威士忌。純淨水源來自離酒廠西南方約兩英里深邃卻擁有豐富果香的Gear Aabkimm Iochan深山中，融合輕柔與自然泥煤味。托本莫瑞酒廠的釀酒師具有藝術家精雕細琢的精神，大多數的員工都生於帽爾島，長於茂爾島，醫生都為釀造出極致的威士忌做奉獻!在雪莉酒桶中成熟，全球限量3000瓶，採用非冷卻過濾且沒有添加焦糖勾兌的情況下進行。香氣：香草，雪莉酒桶影響傳遞葡萄乾和無花果。口感：巧克力，黃梅，太妃糖和生薑。餘韻：黃油烤餅和羅勒葉。
24,托本莫瑞21年Oloroso雪莉桶單一純麥威士忌700ml,https://www.609.com.tw/Product/111533,https://www.609.com.tw/Images/11威士忌/托本莫瑞21年雪莉桶.jpg,111533,"NT$4,500/瓶",蘇格蘭西邊有一個美麗的島嶼叫做茂爾島，島的北方有一個美麗的海港城市也視島的首府叫托本莫瑞，以前這個叫做Ledaig，蓋爾語叫做well of mary，意思就是遠離煩囂的烏托邦。這個面向內陸的海港幽靜而美麗，一直以來是水手與漁船躲避風雨的僻護之處，讓這個港口繁榮了起來，一對美不勝收的旅館及喝不完的酒吧任你遊賞，托本莫瑞蒸餾廠就在這個港口建立，成為這個島唯一的一家酒廠。這個酒廠位在寧靜的港灣，漂亮的就像一張帶著歐洲色彩風情萬種的明信片，創立於1798年，創辦人John Sinclair在這個烏托邦釀起酒，是目前史上最古老的威士忌酒廠，更具有高地區與島嶼區的風味威士忌。純淨水源來自離酒廠西南方約兩英里深邃卻擁有豐富果香的Gear Aabkimm Iochan深山中，融合輕柔與自然泥煤味。托本莫瑞酒廠的釀酒師具有藝術家精雕細琢的精神，大多數的員工都生於帽爾島，長於茂爾島，醫生都為釀造出極致的威士忌做奉獻!酒廠針對了對雪利酒桶的熱愛者，並發行了各種各樣的雪利酒桶 - 包括Fino，PedroXimenez，Amontillado等等，目前最受關注的是Oloroso雪莉酒桶！這是一款來自托本末瑞的21年未經添加物加工的單一麥芽威士忌，裝瓶前在Oloroso雪利酒桶中熟成了3年，在這一期間創造出豐富的黑色水果和香料感。全球限量７５００瓶，採用非冷卻過濾且沒有添加焦糖勾兌的情況下進行。香氣：丁香與橙皮交縱，黑巧克力，花香草和一點橡木炭。口感：西梅和核桃，其次是豐富的黑巧克力，肉荳蔻再後段慢慢崛起。餘韻：肉桂和皮革在口裡緩慢沉澱。
25,托本莫瑞22年波特過桶單一純麥威士忌700ml,https://www.609.com.tw/Product/111534,https://www.609.com.tw/Images/11威士忌/托本莫瑞22年波特桶.jpg,111534,"NT$4,850/瓶",蘇格蘭西邊有一個美麗的島嶼叫做茂爾島，島的北方有一個美麗的海港城市也視島的首府叫托本莫瑞，以前這個叫做Ledaig，蓋爾語叫做well of mary，意思就是遠離煩囂的烏托邦。這個面向內陸的海港幽靜而美麗，一直以來是水手與漁船躲避風雨的僻護之處，讓這個港口繁榮了起來，一對美不勝收的旅館及喝不完的酒吧任你遊賞，托本莫瑞蒸餾廠就在這個港口建立，成為這個島唯一的一家酒廠。這個酒廠位在寧靜的港灣，漂亮的就像一張帶著歐洲色彩風情萬種的明信片，創立於1798年，創辦人John Sinclair在這個烏托邦釀起酒，是目前史上最古老的威士忌酒廠，更具有高地區與島嶼區的風味威士忌。純淨水源來自離酒廠西南方約兩英里深邃卻擁有豐富果香的Gear Aabkimm Iochan深山中，融合輕柔與自然泥煤味。托本莫瑞酒廠的釀酒師具有藝術家精雕細琢的精神，大多數的員工都生於帽爾島，長於茂爾島，醫生都為釀造出極致的威士忌做奉獻!罕見的限量版22年Port Cask Finish是由酒廠發布的六種特殊威士忌中的第四種裝瓶。最初在波本酒桶中成熟，隨後在波特酒桶中完成過桶。全球限量1800瓶，採用非冷卻過濾且沒有添加焦糖勾兌的情況下進行。香氣：土耳其軟糖，梨和柑橘的味道，帶有濃郁的葡萄，咖啡，巧克力，太妃糖和橡木香料的味道。口感：豐富而甜美，帶有梨子和桃子味。豐富的水果和濃郁的葡萄，香草，軟焦糖和橡木與誘人的滋味。餘韻：豐富的甜味和果味，帶有細膩的辛香味。
26,艾倫21年單一純麥威士忌700ml,https://www.609.com.tw/Product/1101991062,https://www.609.com.tw/Images/11威士忌/艾倫21年.jpg,1101991062,"NT$5,780/瓶",艾倫酒廠位於蘇格蘭最美及最有名的島嶼之一：艾倫島。酒廠坐落於島上的Lochranza，擁有蘇格蘭最純淨的水源Loch na Davie。由於艾倫島在19世紀早期已有超過50家威士忌酒廠，發跡於此的愛倫酒廠也具備製酒的優良技術及名聲。艾倫掌握艾倫島絕佳的地理位置、威士忌製程所需純淨水源，並有花崗石及泥煤的淨化及過濾，加上海風吹拂與墨西哥灣暖流經過，帶來溫和的氣候，也促成單一麥芽威士忌的快速成熟。是由艾倫釀酒廠中最古老的雪利酒桶混合而成，100％熟化。這種威士忌真是令人讚嘆。鼻子立即散發出可口的甜雪利酒風味，而口感則優雅而精緻。第一口仍然符合Arran的特點-新鮮水果和豐富的甜味香料。香氣:新鮮水果的甜味，烤堅果和塗有黑巧克力的結晶姜，口感:黑巧克力蘸杏仁，蜜餞橙子，肉荳蔻和更溫暖的生薑。餘韻:杏醬，苦橙果醬，巧克力蛋白甜餅和五香粉。
27,艾倫10年單一純麥威士忌700ml,https://www.609.com.tw/Product/110695,https://www.609.com.tw/Images/11威士忌/艾倫10年新版.jpg,110695,NT$899/瓶,艾倫酒廠位於蘇格蘭最美及最有名的島嶼之一：艾倫島。酒廠坐落於島上的Lochranza，擁有蘇格蘭最純淨的水源Loch na Davie。由於艾倫島在19世紀早期已有超過50家威士忌酒廠，發跡於此的愛倫酒廠也具備製酒的優良技術及名聲。艾倫掌握艾倫島絕佳的地理位置、威士忌製程所需純淨水源，並有花崗石及泥煤的淨化及過濾，加上海風吹拂與墨西哥灣暖流經過，帶來溫和的氣候，也促成單一麥芽威士忌的快速成熟。Arran威士忌特色為其非冷凝過濾( NON-CHILLFILTERED )並採用新型設備及建設，勇於嚐試以新穎酒桶陳年，使用了小型的蒸餾器，而製造出輕巧味道乾淨麥芽味道飽滿的酒體，當酒逐漸陳年而成形時，隱藏的水果風味就會逐漸展現。 堅持不加焦糖調色，以致於年輕酒體的酒色呈原始的淡金色，作品年年摘下多項國際競賽大獎。色澤：成熟的黃金麥色香氣：藉由濃郁的香草香甜和緩帶出奇異果、香蕉、甜瓜及可可粉的氣息，無庸置疑的，這是一款氣味複雜卻和諧完整的單麥威士忌。口感：肉桂稍重的口感將略甜的酒體巧妙包覆，充分展現愛倫威士忌新穎且帶有深度的口感特質。尾韻：最後在口中留下的甘甜滋味，令人回味無窮。PS.本產品提供免費試飲提醒您禁止酒駕/未滿十八歲者禁止飲酒                            
